login_frequency,feature_usage_score,support_ticket_count,nps_score,contract_value,duration_months,total_interactions_30d,negative_sentiment_ratio,avg_interaction_duration,days_since_last_interaction,support_interaction_ratio,churned
29,47,3,6,23000,8,8,44.2,22.5,21,30.4,0
16,35,6,4,44000,8,14,27.4,31.4,11,20.0,1
30,39,3,4,22000,14,13,15.1,13.8,13,20.0,0
1,20,14,1,21000,7,3,69.1,14.0,60,58.3,1
30,46,6,4,31000,15,6,44.6,17.4,22,30.7,1
13,18,7,3,17000,2,0,0.0,0.0,90,0.0,1
32,48,6,4,34000,20,7,44.5,14.2,21,31.6,1
9,22,8,3,13000,11,6,47.8,13.6,30,50.0,1
29,45,4,4,35000,16,11,39.9,12.0,16,45.0,1
8,23,11,3,15000,8,3,73.2,5.6,63,66.6,1
41,66,1,7,88000,25,26,7.4,30.0,1,11.9,0
33,45,4,6,30000,22,6,18.8,18.5,24,20.0,0
6,16,10,3,8000,3,5,90.0,6.2,41,65.0,1
33,58,4,5,46000,8,14,20.4,18.8,7,20.0,1
5,10,11,3,13000,11,1,83.1,7.5,80,76.5,1
54,85,2,9,41000,1,24,6.3,43.1,7,21.0,0
11,16,9,1,20000,4,1,90.4,9.1,81,62.3,1
16,35,3,5,22000,21,10,37.3,15.4,17,30.8,1
55,88,0,10,43000,37,31,6.3,50.7,2,9.0,0
34,47,5,5,41000,20,9,28.4,24.6,11,31.5,1
11,16,5,3,9000,11,5,69.1,5.4,40,53.3,1
6,24,10,2,14000,6,0,0.0,0.0,90,0.0,1
59,80,2,9,81000,32,29,7.4,56.7,0,15.9,0
6,22,15,1,15000,5,0,0.0,0.0,90,0.0,1
20,45,4,3,32000,29,10,66.6,11.6,15,48.3,1
34,51,2,5,35000,10,7,18.5,27.0,25,20.0,1
23,47,5,6,47000,14,13,44.2,32.3,11,26.4,0
2,15,10,1,17000,3,6,99.4,9.1,30,72.5,1
10,17,8,3,8000,11,3,48.4,13.0,62,50.0,1
32,57,4,5,21000,10,7,20.2,22.7,23,25.2,1
3,11,7,2,7000,4,4,94.5,3.0,50,67.6,1
2,15,11,2,7000,4,3,45.6,11.6,58,50.0,1
57,81,2,8,46000,41,15,3.1,67.4,7,7.5,0
8,18,5,3,12000,9,2,70.1,10.8,70,51.1,0
38,65,2,9,62000,20,15,0.4,55.4,7,1.3,0
4,9,15,1,14000,7,4,86.7,8.2,49,68.4,1
32,42,2,6,28000,9,8,34.1,17.8,22,26.3,0
28,49,4,4,40000,23,6,36.5,29.8,25,38.2,1
22,41,3,5,30000,18,13,25.4,17.0,8,24.3,1
14,20,15,1,18000,8,0,0.0,0.0,90,0.0,1
59,87,2,7,41000,44,16,9.1,45.0,4,6.3,0
54,67,2,6,24000,4,14,14.2,40.1,3,29.8,0
21,37,3,6,26000,23,8,18.8,19.0,24,20.0,1
39,76,2,10,58000,42,26,5.6,69.4,5,2.5,0
18,35,5,6,40000,12,6,31.5,12.1,25,25.2,1
49,77,0,10,55000,36,20,13.9,30.2,7,6.1,0
36,65,0,10,63000,20,19,15.0,64.1,7,7.0,0
55,79,0,9,53000,39,16,1.4,63.0,7,9.1,0
49,83,2,9,76000,24,25,3.0,27.5,3,12.4,0
54,87,2,8,77000,30,29,14.0,46.4,2,18.2,0
1,7,6,3,17000,11,4,48.0,12.9,53,50.0,1
25,45,6,4,28000,20,10,44.3,30.1,16,28.4,1
23,46,5,6,22000,23,14,24.3,28.1,10,29.4,0
8,19,7,3,18000,12,2,65.8,13.0,69,50.0,1
25,41,6,5,41000,22,15,34.3,23.5,9,34.4,0
24,45,4,4,58000,14,10,37.2,16.2,15,45.0,1
27,54,6,6,73000,20,9,29.3,24.7,17,57.2,0
52,82,2,9,49000,6,13,14.5,41.2,5,32.8,1
46,71,1,9,55000,18,17,7.2,60.2,6,9.8,0
31,56,5,4,47000,11,6,31.7,23.4,25,23.4,0
27,35,6,4,40000,9,15,36.8,15.9,8,24.4,1
6,16,9,3,8000,7,1,87.7,14.7,83,67.2,1
46,69,0,7,65000,48,18,14.0,25.2,7,5.2,0
48,73,1,9,57000,23,23,2.5,60.8,6,0.0,0
12,18,5,3,20000,8,6,56.6,12.2,30,50.0,1
37,65,0,10,66000,28,15,14.7,46.4,4,16.8,0
10,21,13,1,12000,9,4,65.3,3.4,53,50.0,1
34,56,2,5,27000,21,6,43.7,33.3,25,41.0,1
12,30,8,3,22000,10,3,93.1,6.7,58,69.5,1
54,75,2,9,72000,34,31,6.3,25.2,3,0.0,0
14,22,7,3,22000,3,3,76.2,12.3,62,70.0,1
47,70,1,9,46000,26,19,4.9,57.9,2,0.0,0
17,35,2,6,20000,12,13,36.2,32.8,10,31.0,1
20,45,4,4,43000,12,16,40.7,12.7,5,45.0,1
13,19,8,2,5000,10,2,95.6,4.2,73,75.5,1
19,41,1,7,39000,4,16,28.6,33.5,4,23.9,0
2,8,8,3,19000,6,1,83.1,6.6,82,59.5,1
42,76,0,7,53000,25,23,0.5,52.8,2,0.4,0
33,54,2,6,28000,12,9,43.2,18.9,18,27.6,1
55,79,0,9,49000,36,31,8.2,31.8,0,11.6,0
38,68,0,8,46000,39,24,10.6,28.1,4,13.5,0
2,11,14,1,15000,12,2,83.9,11.0,69,68.1,1
59,87,1,10,47000,45,25,0.9,44.4,0,0.0,0
3,15,10,1,25000,4,0,0.0,0.0,90,0.0,1
16,35,3,6,47000,15,8,26.6,34.2,20,20.0,0
2,17,15,1,11000,10,4,78.1,7.3,49,60.5,1
21,45,8,4,46000,20,18,47.8,20.1,5,45.0,0
30,48,5,5,35000,21,12,25.0,18.7,13,20.0,1
15,38,2,6,25000,10,14,34.5,25.3,12,20.0,0
20,45,6,4,45000,29,11,40.4,23.8,16,45.0,1
27,35,5,4,20000,20,7,25.7,34.0,24,20.0,1
40,80,0,8,86000,34,32,0.2,59.3,0,10.2,0
46,69,2,10,64000,38,18,8.0,53.5,7,0.0,0
2,13,11,1,19000,10,5,54.5,4.3,41,50.0,1
2,11,10,1,19000,8,4,60.3,9.1,53,54.2,1
28,48,4,6,35000,6,8,9.6,21.3,12,10.0,0
37,45,7,3,48000,18,10,37.3,12.7,16,45.0,1
49,84,2,9,83000,44,29,1.5,34.2,0,11.2,0
20,45,6,4,40000,23,13,41.9,22.1,16,45.0,1
41,77,3,9,37000,6,14,15.3,34.1,11,31.5,0
5,22,8,3,8000,12,3,64.4,7.6,57,50.0,1
23,45,8,3,34000,26,13,43.6,19.8,16,45.0,1
11,26,11,1,12000,11,0,0.0,0.0,90,0.0,1
40,65,2,7,75000,36,25,4.6,38.5,4,0.0,1
37,69,0,7,65000,23,20,2.2,29.7,4,10.8,0
56,95,1,10,68000,19,23,9.8,34.5,5,14.8,0
6,18,12,1,18000,8,2,49.8,14.9,67,50.0,1
57,85,1,8,54000,45,15,11.1,32.7,4,1.9,0
36,53,7,3,59000,18,16,46.9,23.7,8,45.0,1
36,73,2,10,73000,45,17,4.7,43.1,7,6.8,0
14,27,12,2,10000,8,5,66.6,6.1,38,50.0,1
35,70,2,7,42000,21,16,2.3,33.1,7,0.0,0
2,7,11,2,22000,9,0,0.0,0.0,90,0.0,1
33,56,2,6,20000,8,7,22.4,20.1,23,25.9,1
8,17,14,1,9000,3,4,50.6,7.1,53,50.5,1
31,46,3,6,34000,18,11,28.5,18.4,14,26.8,0
9,20,8,3,11000,5,2,47.2,11.2,72,50.0,1
28,48,5,7,20000,4,5,19.7,31.6,18,10.0,1
7,15,10,2,24000,9,2,66.2,3.3,72,50.0,1
15,35,2,6,29000,22,15,15.7,29.9,8,20.0,0
58,91,1,7,54000,28,24,9.3,52.5,2,11.4,0
33,48,2,6,21000,9,11,22.9,24.5,14,20.0,0
12,24,5,3,12000,7,3,66.6,7.2,63,63.3,1
5,19,13,2,16000,9,2,65.0,4.8,69,50.0,1
16,35,6,5,29000,16,6,41.9,28.8,24,39.5,1
4,21,12,2,22000,5,4,58.5,4.0,53,53.8,1
4,19,8,3,12000,3,0,0.0,0.0,90,0.0,1
10,28,6,2,5000,4,5,78.1,9.4,39,64.5,1
42,66,0,10,89000,25,22,1.9,50.0,6,5.5,0
40,65,2,8,89000,33,24,2.2,25.6,0,5.8,0
33,47,6,3,35000,14,15,43.7,21.1,8,45.0,0
9,22,9,2,21000,8,3,68.8,6.4,57,50.0,1
24,42,6,4,30000,10,14,22.2,30.1,12,21.8,0
44,78,1,10,85000,35,17,8.4,40.4,4,16.7,0
46,69,2,5,41000,20,20,39.3,32.4,8,35.2,1
34,51,5,4,34000,20,11,40.0,30.1,15,35.0,0
39,73,2,9,43000,24,18,13.6,65.1,4,8.9,0
9,15,15,1,14000,3,2,55.2,14.6,69,50.0,1
39,50,1,7,23000,6,17,29.1,23.2,7,14.3,0
43,70,0,7,44000,22,27,1.1,46.5,2,0.0,0
5,15,12,1,5000,3,6,77.9,5.1,32,61.3,1
29,53,4,4,50000,15,13,48.4,10.5,10,45.0,1
58,85,1,7,45000,31,24,2.0,63.7,2,0.0,0
10,21,10,3,20000,2,2,84.0,5.5,67,75.2,1
21,42,4,6,38000,19,13,41.5,25.0,13,29.2,0
21,45,7,3,41000,19,11,57.2,18.2,18,49.8,1
35,65,0,10,84000,44,19,9.2,49.9,5,12.4,0
12,24,4,6,41000,2,13,27.3,36.6,7,30.8,1
48,77,1,10,68000,19,16,5.6,38.7,7,0.0,0
27,51,3,4,21000,20,11,44.4,12.5,17,40.5,1
1,20,13,1,13000,4,2,61.6,3.5,71,58.3,1
47,68,0,9,84000,46,16,2.3,49.0,5,0.0,0
20,37,2,6,36000,8,8,36.0,30.5,23,32.8,1
28,39,2,6,22000,18,9,41.9,23.9,22,43.5,1
23,42,6,4,45000,16,6,37.6,27.1,25,34.1,1
36,55,4,3,56000,25,11,43.1,14.4,18,45.0,0
8,14,7,2,9000,11,2,68.3,9.0,72,50.6,1
27,49,1,7,21000,6,20,32.2,34.2,2,17.8,1
20,35,3,6,33000,15,7,40.4,34.2,20,27.3,1
